country;iso;concept;conceptAbbr;year;Value
Netherlands;NLD;#CP;CP;2006;0.495641024
Germany;DEU;#CP;CP;2006;0.508131586
Norway;NOR;#CP;CP;2006;0.493856738
Poland;POL;#CP;CP;2006;0.584059468
Portugal;PRT;#CP;CP;2006;0.533066749
Russian Federation;RUS;#CP;CP;2006;0.604706754
Romania;ROU;#CP;CP;2006;0.594424854
Slovakia;SVK;#CP;CP;2006;0.566621766
Slovenia;SVN;#CP;CP;2006;0.536618371
Turkey;TUR;#CP;CP;2006;0.582324387
Hungary;HUN;#CP;CP;2006;0.557837799
Ukraine;UKR;#CP;CP;2006;0.599576766
Finland;FIN;#CP;CP;2006;0.479591899
France;FRA;#CP;CP;2006;0.518830299
Croatia;HRV;#CP;CP;2006;0.589252066
Czech Republic;CZE;#CP;CP;2006;0.564868137
Switzerland;CHE;#CP;CP;2006;0.488505002
Sweden;SWE;#CP;CP;2006;0.486721615
Austria;AUT;#CP;CP;2007;0.506347478
Azerbaijan;AZE;#CP;CP;2007;0.611510861
Albania;ALB;#CP;CP;2007;0.597861846
Belgium;BEL;#CP;CP;2007;0.5241738
Belarus;BLR;#CP;CP;2007;0.611510861
Bulgaria;BGR;#CP;CP;2007;0.577107064
Bosnia and Herzegovina;BIH;#CP;CP;2007;0.590978583
United Kingdom;GBR;#CP;CP;2007;0.500994365
Armenia;ARM;#CP;CP;2007;0.596144529
Greece;GRC;#CP;CP;2007;0.568373729
Georgia;GEO;#CP;CP;2007;0.589252066
Denmark;DNK;#CP;CP;2007;0.4831559
Estonia;EST;#CP;CP;2007;0.534843002
Ireland;IRL;#CP;CP;2007;0.517048114
Iceland;ISL;#CP;CP;2007;0.486721615
Spain;ESP;#CP;CP;2007;0.531289658
Italy;ITA;#CP;CP;2007;0.557837799
Cyprus;CYP;#CP;CP;2007;0.556076473
Latvia;LVA;#CP;CP;2007;0.564868137
Lithuania;LTU;#CP;CP;2007;0.564868137
Luxembourg;LUX;#CP;CP;2007;0.500994365
Moldova, Republic of;MDA;#CP;CP;2007;0.599576766
Netherlands;NLD;#CP;CP;2007;0.490288682
Germany;DEU;#CP;CP;2007;0.511699136
Norway;NOR;#CP;CP;2007;0.495641024
Poland;POL;#CP;CP;2007;0.575364066
Portugal;PRT;#CP;CP;2007;0.534843002
Russian Federation;RUS;#CP;CP;2007;0.608114058
Romania;ROU;#CP;CP;2007;0.584059468
Slovakia;SVK;#CP;CP;2007;0.563112883
Slovenia;SVN;#CP;CP;2007;0.533066749
Turkey;TUR;#CP;CP;2007;0.577107064
Hungary;HUN;#CP;CP;2007;0.556076473
Ukraine;UKR;#CP;CP;2007;0.601289249
Finland;FIN;#CP;CP;2007;0.4831559
France;FRA;#CP;CP;2007;0.520612005
Croatia;HRV;#CP;CP;2007;0.577107064
Czech Republic;CZE;#CP;CP;2007;0.557837799
Switzerland;CHE;#CP;CP;2007;0.490288682
Sweden;SWE;#CP;CP;2007;0.484938566
Austria;AUT;#CP;CP;2008;0.506347478
Azerbaijan;AZE;#CP;CP;2008;0.614896866
Albania;ALB;#CP;CP;2008;0.589252066
Belgium;BEL;#CP;CP;2008;0.520612005
Belarus;BLR;#CP;CP;2008;0.613205231
Bulgaria;BGR;#CP;CP;2008;0.585792468
Bosnia and Herzegovina;BIH;#CP;CP;2008;0.592702858
United Kingdom;GBR;#CP;CP;2008;0.513482487
Armenia;ARM;#CP;CP;2008;0.597861846
Greece;GRC;#CP;CP;2008;0.566621766
Georgia;GEO;#CP;CP;2008;0.580587265
Denmark;DNK;#CP;CP;2008;0.484938566
Estonia;EST;#CP;CP;2008;0.533066749
Ireland;IRL;#CP;CP;2008;0.513482487
Iceland;ISL;#CP;CP;2008;0.492072609
Spain;ESP;#CP;CP;2008;0.534843002
Italy;ITA;#CP;CP;2008;0.564868137
Cyprus;CYP;#CP;CP;2008;0.536618371
Latvia;LVA;#CP;CP;2008;0.561356047
Lithuania;LTU;#CP;CP;2008;0.568373729
Luxembourg;LUX;#CP;CP;2008;0.502778822
Moldova, Republic of;MDA;#CP;CP;2008;0.597861846
Netherlands;NLD;#CP;CP;2008;0.492072609
Germany;DEU;#CP;CP;2008;0.509915488
Norway;NOR;#CP;CP;2008;0.509915488
Poland;POL;#CP;CP;2008;0.568373729
Portugal;PRT;#CP;CP;2008;0.541938735
Russian Federation;RUS;#CP;CP;2008;0.611510861
Romania;ROU;#CP;CP;2008;0.582324387
Slovakia;SVK;#CP;CP;2008;0.561356047
Slovenia;SVN;#CP;CP;2008;0.531289658
Turkey;TUR;#CP;CP;2008;0.568373729
Hungary;HUN;#CP;CP;2008;0.559597671
Ukraine;UKR;#CP;CP;2008;0.604706754
Finland;FIN;#CP;CP;2008;0.490288682
France;FRA;#CP;CP;2008;0.527733137
Croatia;HRV;#CP;CP;2008;0.571872484
Czech Republic;CZE;#CP;CP;2008;0.557837799
Switzerland;CHE;#CP;CP;2008;0.490288682
Sweden;SWE;#CP;CP;2008;0.484938566
Austria;AUT;#CP;CP;2009;0.509915488
Azerbaijan;AZE;#CP;CP;2009;0.608114058
Albania;ALB;#CP;CP;2009;0.592702858
Belgium;BEL;#CP;CP;2009;0.5241738
Belarus;BLR;#CP;CP;2009;0.6064117
Bulgaria;BGR;#CP;CP;2009;0.582324387
Bosnia and Herzegovina;BIH;#CP;CP;2009;0.596144529
United Kingdom;GBR;#CP;CP;2009;0.513482487
Armenia;ARM;#CP;CP;2009;0.601289249
Greece;GRC;#CP;CP;2009;0.582324387
Georgia;GEO;#CP;CP;2009;0.577107064
Denmark;DNK;#CP;CP;2009;0.484938566
Estonia;EST;#CP;CP;2009;0.533066749
Ireland;IRL;#CP;CP;2009;0.508131586
Iceland;ISL;#CP;CP;2009;0.495641024
Spain;ESP;#CP;CP;2009;0.541938735
Italy;ITA;#CP;CP;2009;0.573619192
Cyprus;CYP;#CP;CP;2009;0.533066749
Latvia;LVA;#CP;CP;2009;0.570123982
Lithuania;LTU;#CP;CP;2009;0.563112883
Luxembourg;LUX;#CP;CP;2009;0.504563208
Moldova, Republic of;MDA;#CP;CP;2009;0.590978583
Netherlands;NLD;#CP;CP;2009;0.492072609
Germany;DEU;#CP;CP;2009;0.508131586
Norway;NOR;#CP;CP;2009;0.49742542
Poland;POL;#CP;CP;2009;0.561356047
Portugal;PRT;#CP;CP;2009;0.547249551
Russian Federation;RUS;#CP;CP;2009;0.609813791
Romania;ROU;#CP;CP;2009;0.582324387
Slovakia;SVK;#CP;CP;2009;0.570123982
Slovenia;SVN;#CP;CP;2009;0.533066749
Turkey;TUR;#CP;CP;2009;0.571872484
Hungary;HUN;#CP;CP;2009;0.559597671
Ukraine;UKR;#CP;CP;2009;0.609813791
Finland;FIN;#CP;CP;2009;0.492072609
France;FRA;#CP;CP;2009;0.527733137
Croatia;HRV;#CP;CP;2009;0.577107064
Czech Republic;CZE;#CP;CP;2009;0.563112883
Switzerland;CHE;#CP;CP;2009;0.490288682
Sweden;SWE;#CP;CP;2009;0.486721615
Austria;AUT;#CP;CP;2010;0.509915488
Azerbaijan;AZE;#CP;CP;2010;0.6064117
Albania;ALB;#CP;CP;2010;0.590978583
Belgium;BEL;#CP;CP;2010;0.5241738
Belarus;BLR;#CP;CP;2010;0.604706754
Bulgaria;BGR;#CP;CP;2010;0.585792468
Bosnia and Herzegovina;BIH;#CP;CP;2010;0.592702858
United Kingdom;GBR;#CP;CP;2010;0.515265495
Armenia;ARM;#CP;CP;2010;0.602999258
Greece;GRC;#CP;CP;2010;0.587523348
Georgia;GEO;#CP;CP;2010;0.582324387
Denmark;DNK;#CP;CP;2010;0.484938566
Estonia;EST;#CP;CP;2010;0.534843002
Ireland;IRL;#CP;CP;2010;0.508131586
Iceland;ISL;#CP;CP;2010;0.499209883
Spain;ESP;#CP;CP;2010;0.541938735
Italy;ITA;#CP;CP;2010;0.580587265
Cyprus;CYP;#CP;CP;2010;0.538392813
Latvia;LVA;#CP;CP;2010;0.573619192
Lithuania;LTU;#CP;CP;2010;0.561356047
Luxembourg;LUX;#CP;CP;2010;0.499209883
Moldova, Republic of;MDA;#CP;CP;2010;0.597861846
Netherlands;NLD;#CP;CP;2010;0.493856738
Germany;DEU;#CP;CP;2010;0.509915488
Norway;NOR;#CP;CP;2010;0.49742542
Poland;POL;#CP;CP;2010;0.556076473
Portugal;PRT;#CP;CP;2010;0.543710127
Russian Federation;RUS;#CP;CP;2010;0.611510861
Romania;ROU;#CP;CP;2010;0.584059468
Slovakia;SVK;#CP;CP;2010;0.573619192
Slovenia;SVN;#CP;CP;2010;0.536618371
Turkey;TUR;#CP;CP;2010;0.571872484
Hungary;HUN;#CP;CP;2010;0.566621766
Ukraine;UKR;#CP;CP;2010;0.6064117
Finland;FIN;#CP;CP;2010;0.486721615
France;FRA;#CP;CP;2010;0.529511772
Croatia;HRV;#CP;CP;2010;0.577107064
Czech Republic;CZE;#CP;CP;2010;0.568373729
Switzerland;CHE;#CP;CP;2010;0.495641024
Sweden;SWE;#CP;CP;2010;0.486721615
Austria;AUT;#CP;CP;2011;0.511699136
Azerbaijan;AZE;#CP;CP;2011;0.6064117
Albania;ALB;#CP;CP;2011;0.594424854
Belgium;BEL;#CP;CP;2011;0.517048114
Belarus;BLR;#CP;CP;2011;0.6064117
Bulgaria;BGR;#CP;CP;2011;0.590978583
Bosnia and Herzegovina;BIH;#CP;CP;2011;0.592702858
United Kingdom;GBR;#CP;CP;2011;0.511699136
Armenia;ARM;#CP;CP;2011;0.602999258
Greece;GRC;#CP;CP;2011;0.589252066
Georgia;GEO;#CP;CP;2011;0.575364066
Denmark;DNK;#CP;CP;2011;0.4831559
Estonia;EST;#CP;CP;2011;0.536618371
Ireland;IRL;#CP;CP;2011;0.517048114
Iceland;ISL;#CP;CP;2011;0.502778822
Spain;ESP;#CP;CP;2011;0.540166282
Italy;ITA;#CP;CP;2011;0.580587265
Cyprus;CYP;#CP;CP;2011;0.538392813
Latvia;LVA;#CP;CP;2011;0.575364066
Lithuania;LTU;#CP;CP;2011;0.564868137
Luxembourg;LUX;#CP;CP;2011;0.499209883
Moldova, Republic of;MDA;#CP;CP;2011;0.597861846
Netherlands;NLD;#CP;CP;2011;0.492072609
Germany;DEU;#CP;CP;2011;0.508131586
Norway;NOR;#CP;CP;2011;0.490288682
Poland;POL;#CP;CP;2011;0.552549632
Portugal;PRT;#CP;CP;2011;0.541938735
Russian Federation;RUS;#CP;CP;2011;0.6064117
Romania;ROU;#CP;CP;2011;0.585792468
Slovakia;SVK;#CP;CP;2011;0.578848144
Slovenia;SVN;#CP;CP;2011;0.545480414
Turkey;TUR;#CP;CP;2011;0.575364066
Hungary;HUN;#CP;CP;2011;0.568373729
Ukraine;UKR;#CP;CP;2011;0.608114058
Finland;FIN;#CP;CP;2011;0.4831559
France;FRA;#CP;CP;2011;0.525953798
Croatia;HRV;#CP;CP;2011;0.578848144
Czech Republic;CZE;#CP;CP;2011;0.571872484
Switzerland;CHE;#CP;CP;2011;0.493856738
Sweden;SWE;#CP;CP;2011;0.484938566
Austria;AUT;#CP;CP;2012;0.527733137
Azerbaijan;AZE;#CP;CP;2012;0.601289249
Albania;ALB;#CP;CP;2012;0.590978583
Belgium;BEL;#CP;CP;2012;0.517048114
Belarus;BLR;#CP;CP;2012;0.594424854
Bulgaria;BGR;#CP;CP;2012;0.577107064
Bosnia and Herzegovina;BIH;#CP;CP;2012;0.575364066
United Kingdom;GBR;#CP;CP;2012;0.518830299
Armenia;ARM;#CP;CP;2012;0.589252066
Greece;GRC;#CP;CP;2012;0.585792468
Georgia;GEO;#CP;CP;2012;0.557837799
Denmark;DNK;#CP;CP;2012;0.490288682
Estonia;EST;#CP;CP;2012;0.536618371
Ireland;IRL;#CP;CP;2012;0.527733137
Iceland;ISL;#CP;CP;2012;0.504563208
Spain;ESP;#CP;CP;2012;0.534843002
Italy;ITA;#CP;CP;2012;0.575364066
Cyprus;CYP;#CP;CP;2012;0.533066749
Latvia;LVA;#CP;CP;2012;0.563112883
Lithuania;LTU;#CP;CP;2012;0.554313736
Luxembourg;LUX;#CP;CP;2012;0.508131586
Moldova, Republic of;MDA;#CP;CP;2012;0.585792468
Netherlands;NLD;#CP;CP;2012;0.500994365
Germany;DEU;#CP;CP;2012;0.509915488
Norway;NOR;#CP;CP;2012;0.499209883
Poland;POL;#CP;CP;2012;0.547249551
Portugal;PRT;#CP;CP;2012;0.538392813
Russian Federation;RUS;#CP;CP;2012;0.599576766
Romania;ROU;#CP;CP;2012;0.571872484
Slovakia;SVK;#CP;CP;2012;0.568373729
Slovenia;SVN;#CP;CP;2012;0.541938735
Turkey;TUR;#CP;CP;2012;0.563112883
Hungary;HUN;#CP;CP;2012;0.552549632
Ukraine;UKR;#CP;CP;2012;0.602999258
Finland;FIN;#CP;CP;2012;0.490288682
France;FRA;#CP;CP;2012;0.5241738
Croatia;HRV;#CP;CP;2012;0.568373729
Czech Republic;CZE;#CP;CP;2012;0.563112883
Switzerland;CHE;#CP;CP;2012;0.49742542
Sweden;SWE;#CP;CP;2012;0.493856738
Austria;AUT;#CP;CP;2013;0.527733137
Azerbaijan;AZE;#CP;CP;2013;0.599576766
Albania;ALB;#CP;CP;2013;0.594424854
Belgium;BEL;#CP;CP;2013;0.517048114
Belarus;BLR;#CP;CP;2013;0.597861846
Bulgaria;BGR;#CP;CP;2013;0.577107064
Bosnia and Herzegovina;BIH;#CP;CP;2013;0.575364066
United Kingdom;GBR;#CP;CP;2013;0.515265495
Armenia;ARM;#CP;CP;2013;0.585792468
Greece;GRC;#CP;CP;2013;0.578848144
Georgia;GEO;#CP;CP;2013;0.563112883
Denmark;DNK;#CP;CP;2013;0.488505002
Estonia;EST;#CP;CP;2013;0.529511772
Ireland;IRL;#CP;CP;2013;0.522393187
Iceland;ISL;#CP;CP;2013;0.511699136
Spain;ESP;#CP;CP;2013;0.545480414
Italy;ITA;#CP;CP;2013;0.573619192
Cyprus;CYP;#CP;CP;2013;0.538392813
Latvia;LVA;#CP;CP;2013;0.556076473
Lithuania;LTU;#CP;CP;2013;0.549017496
Luxembourg;LUX;#CP;CP;2013;0.508131586
Moldova, Republic of;MDA;#CP;CP;2013;0.587523348
Netherlands;NLD;#CP;CP;2013;0.502778822
Germany;DEU;#CP;CP;2013;0.511699136
Norway;NOR;#CP;CP;2013;0.49742542
Poland;POL;#CP;CP;2013;0.543710127
Portugal;PRT;#CP;CP;2013;0.540166282
Russian Federation;RUS;#CP;CP;2013;0.599576766
Romania;ROU;#CP;CP;2013;0.573619192
Slovakia;SVK;#CP;CP;2013;0.566621766
Slovenia;SVN;#CP;CP;2013;0.549017496
Turkey;TUR;#CP;CP;2013;0.561356047
Hungary;HUN;#CP;CP;2013;0.554313736
Ukraine;UKR;#CP;CP;2013;0.604706754
Finland;FIN;#CP;CP;2013;0.492072609
France;FRA;#CP;CP;2013;0.5241738
Croatia;HRV;#CP;CP;2013;0.564868137
Czech Republic;CZE;#CP;CP;2013;0.564868137
Switzerland;CHE;#CP;CP;2013;0.499209883
Sweden;SWE;#CP;CP;2013;0.492072609
Austria;AUT;#CP;CP;2014;0.527733137
Azerbaijan;AZE;#CP;CP;2014;0.599576766
Albania;ALB;#CP;CP;2014;0.594424854
Belgium;BEL;#CP;CP;2014;0.517048114
Belarus;BLR;#CP;CP;2014;0.597861846
Bulgaria;BGR;#CP;CP;2014;0.577107064
Bosnia and Herzegovina;BIH;#CP;CP;2014;0.575364066
United Kingdom;GBR;#CP;CP;2014;0.515265495
Armenia;ARM;#CP;CP;2014;0.585792468
Greece;GRC;#CP;CP;2014;0.578848144
Georgia;GEO;#CP;CP;2014;0.563112883
Denmark;DNK;#CP;CP;2014;0.488505002
Estonia;EST;#CP;CP;2014;0.529511772
Ireland;IRL;#CP;CP;2014;0.522393187
Iceland;ISL;#CP;CP;2014;0.511699136
Spain;ESP;#CP;CP;2014;0.545480414
Italy;ITA;#CP;CP;2014;0.573619192
Cyprus;CYP;#CP;CP;2014;0.538392813
Latvia;LVA;#CP;CP;2014;0.556076473
Lithuania;LTU;#CP;CP;2014;0.549017496
Luxembourg;LUX;#CP;CP;2014;0.508131586
Moldova, Republic of;MDA;#CP;CP;2014;0.587523348
Netherlands;NLD;#CP;CP;2014;0.502778822
Germany;DEU;#CP;CP;2014;0.511699136
Norway;NOR;#CP;CP;2014;0.49742542
Poland;POL;#CP;CP;2014;0.543710127
Portugal;PRT;#CP;CP;2014;0.540166282
Russian Federation;RUS;#CP;CP;2014;0.599576766
Romania;ROU;#CP;CP;2014;0.573619192
Slovakia;SVK;#CP;CP;2014;0.566621766
Slovenia;SVN;#CP;CP;2014;0.549017496
Turkey;TUR;#CP;CP;2014;0.561356047
Hungary;HUN;#CP;CP;2014;0.554313736
Ukraine;UKR;#CP;CP;2014;0.604706754
Finland;FIN;#CP;CP;2014;0.492072609
France;FRA;#CP;CP;2014;0.5241738
Croatia;HRV;#CP;CP;2014;0.564868137
Czech Republic;CZE;#CP;CP;2014;0.564868137
Switzerland;CHE;#CP;CP;2014;0.499209883
Sweden;SWE;#CP;CP;2014;0.492072609
Austria;AUT;#CP;CP;2015;0.007992175
Azerbaijan;AZE;#CP;CP;2015;0.187484689
Albania;ALB;#CP;CP;2015;0.122809138
Belgium;BEL;#CP;CP;2015;0.007445683
Belarus;BLR;#CP;CP;2015;0.157019253
Bulgaria;BGR;#CP;CP;2015;0.08923675
Bosnia and Herzegovina;BIH;#CP;CP;2015;0.108239434
United Kingdom;GBR;#CP;CP;2015;0.005606731
Armenia;ARM;#CP;CP;2015;0.130707938
Greece;GRC;#CP;CP;2015;0.064170669
Georgia;GEO;#CP;CP;2015;0.042771788
Denmark;DNK;#CP;CP;2015;0.002753957
Estonia;EST;#CP;CP;2015;0.01221269
Ireland;IRL;#CP;CP;2015;0.008578432
Iceland;ISL;#CP;CP;2015;0.006461533
Spain;ESP;#CP;CP;2015;0.028293015
Italy;ITA;#CP;CP;2015;0.073296002
Cyprus;CYP;#CP;CP;2015;0.02296441
Latvia;LVA;#CP;CP;2015;0.034814
Lithuania;LTU;#CP;CP;2015;0.02296441
Luxembourg;LUX;#CP;CP;2015;0.005606731
Moldova, Republic of;MDA;#CP;CP;2015;0.147800777
Netherlands;NLD;#CP;CP;2015;0.003660672
Germany;DEU;#CP;CP;2015;0.005606731
Norway;NOR;#CP;CP;2015;0.003660672
Poland;POL;#CP;CP;2015;0.021416241
Portugal;PRT;#CP;CP;2015;0.01997031
Russian Federation;RUS;#CP;CP;2015;0.187484689
Romania;ROU;#CP;CP;2015;0.064170669
Slovakia;SVK;#CP;CP;2015;0.045791499
Slovenia;SVN;#CP;CP;2015;0.02462168
Turkey;TUR;#CP;CP;2015;0.083603067
Hungary;HUN;#CP;CP;2015;0.045791499
Ukraine;UKR;#CP;CP;2015;0.210206882
Finland;FIN;#CP;CP;2015;0.002957116
France;FRA;#CP;CP;2015;0.01221269
Croatia;HRV;#CP;CP;2015;0.045791499
Czech Republic;CZE;#CP;CP;2015;0.032493546
Switzerland;CHE;#CP;CP;2015;0.003930456
Sweden;SWE;#CP;CP;2015;0.003175215
Austria;AUT;#Cql;Cql;2005;1.384403871
Azerbaijan;AZE;#Cql;Cql;2005;0.716073554
Albania;ALB;#Cql;Cql;2005;0.774569706
Belgium;BEL;#Cql;Cql;2005;1.316818926
Belarus;BLR;#Cql;Cql;2005;0.845106819
Bulgaria;BGR;#Cql;Cql;2005;1.035278563
Bosnia and Herzegovina;BIH;#Cql;Cql;2005;0.689201509
United Kingdom;GBR;#Cql;Cql;2005;1.449845801
Armenia;ARM;#Cql;Cql;2005;1.03903492
Greece;GRC;#Cql;Cql;2005;1.150189194
Georgia;GEO;#Cql;Cql;2005;0.677508501
Denmark;DNK;#Cql;Cql;2005;1.466654846
Estonia;EST;#Cql;Cql;2005;1.31303622
Ireland;IRL;#Cql;Cql;2005;1.447018119
Iceland;ISL;#Cql;Cql;2005;1.45863723
Spain;ESP;#Cql;Cql;2005;1.34967263
Italy;ITA;#Cql;Cql;2005;1.300025062
Cyprus;CYP;#Cql;Cql;2005;1.262423182
Latvia;LVA;#Cql;Cql;2005;1.133222942
Lithuania;LTU;#Cql;Cql;2005;1.185280189
Luxembourg;LUX;#Cql;Cql;2005;1.429402116
Moldova, Republic of;MDA;#Cql;Cql;2005;0.848212685
Netherlands;NLD;#Cql;Cql;2005;1.44190428
Germany;DEU;#Cql;Cql;2005;1.435643301
Norway;NOR;#Cql;Cql;2005;1.383015653
Poland;POL;#Cql;Cql;2005;1.118881366
Portugal;PRT;#Cql;Cql;2005;1.235485695
Russian Federation;RUS;#Cql;Cql;2005;0.703755195
Romania;ROU;#Cql;Cql;2005;0.74903987
Slovakia;SVK;#Cql;Cql;2005;1.228416813
Slovenia;SVN;#Cql;Cql;2005;1.226764773
Turkey;TUR;#Cql;Cql;2005;0.719934393
Hungary;HUN;#Cql;Cql;2005;1.19263753
Ukraine;UKR;#Cql;Cql;2005;0.79049654
Finland;FIN;#Cql;Cql;2005;1.406170796
France;FRA;#Cql;Cql;2005;1.282091162
Croatia;HRV;#Cql;Cql;2005;0.926172022
Czech Republic;CZE;#Cql;Cql;2005;1.269051469
Switzerland;CHE;#Cql;Cql;2005;1.512746557
Sweden;SWE;#Cql;Cql;2005;1.427303001
Austria;AUT;#Cql;Cql;2006;1.389295287
Azerbaijan;AZE;#Cql;Cql;2006;0.724495972
Albania;ALB;#Cql;Cql;2006;0.816949736
Belgium;BEL;#Cql;Cql;2006;1.330549793
Belarus;BLR;#Cql;Cql;2006;0.834182716
Bulgaria;BGR;#Cql;Cql;2006;1.05819173
Bosnia and Herzegovina;BIH;#Cql;Cql;2006;0.716629253
United Kingdom;GBR;#Cql;Cql;2006;1.46164638
Armenia;ARM;#Cql;Cql;2006;1.056577442
Greece;GRC;#Cql;Cql;2006;1.148453922
Georgia;GEO;#Cql;Cql;2006;0.818184071
Denmark;DNK;#Cql;Cql;2006;1.462278829
Estonia;EST;#Cql;Cql;2006;1.31927111
Ireland;IRL;#Cql;Cql;2006;1.451869796
Iceland;ISL;#Cql;Cql;2006;1.446405415
Spain;ESP;#Cql;Cql;2006;1.353031478
Italy;ITA;#Cql;Cql;2006;1.279388871
Cyprus;CYP;#Cql;Cql;2006;1.266688562
Latvia;LVA;#Cql;Cql;2006;1.141323195
Lithuania;LTU;#Cql;Cql;2006;1.186546197
Luxembourg;LUX;#Cql;Cql;2006;1.415168929
Moldova, Republic of;MDA;#Cql;Cql;2006;0.84319379
Netherlands;NLD;#Cql;Cql;2006;1.451731292
Germany;DEU;#Cql;Cql;2006;1.455358221
Norway;NOR;#Cql;Cql;2006;1.412170319
Poland;POL;#Cql;Cql;2006;1.11481403
Portugal;PRT;#Cql;Cql;2006;1.23856542
Russian Federation;RUS;#Cql;Cql;2006;0.705994959
Romania;ROU;#Cql;Cql;2006;0.802086883
Slovakia;SVK;#Cql;Cql;2006;1.241621913
Slovenia;SVN;#Cql;Cql;2006;1.249548301
Turkey;TUR;#Cql;Cql;2006;0.775747838
Hungary;HUN;#Cql;Cql;2006;1.20530371
Ukraine;UKR;#Cql;Cql;2006;0.763975878
Finland;FIN;#Cql;Cql;2006;1.429763328
France;FRA;#Cql;Cql;2006;1.29632202
Croatia;HRV;#Cql;Cql;2006;0.940963277
Czech Republic;CZE;#Cql;Cql;2006;1.307731294
Switzerland;CHE;#Cql;Cql;2006;1.50334724
Sweden;SWE;#Cql;Cql;2006;1.426452221
Austria;AUT;#Cql;Cql;2007;1.396162034
Azerbaijan;AZE;#Cql;Cql;2007;0.715957065
Albania;ALB;#Cql;Cql;2007;0.826977971
Belgium;BEL;#Cql;Cql;2007;1.348788975
Belarus;BLR;#Cql;Cql;2007;0.846271774
Bulgaria;BGR;#Cql;Cql;2007;1.025581673
Bosnia and Herzegovina;BIH;#Cql;Cql;2007;0.70719295
United Kingdom;GBR;#Cql;Cql;2007;1.463756016
Armenia;ARM;#Cql;Cql;2007;1.025725434
Greece;GRC;#Cql;Cql;2007;1.122794686
Georgia;GEO;#Cql;Cql;2007;0.908902256
Denmark;DNK;#Cql;Cql;2007;1.470628396
Estonia;EST;#Cql;Cql;2007;1.33905215
Ireland;IRL;#Cql;Cql;2007;1.451563419
Iceland;ISL;#Cql;Cql;2007;1.445590631
Spain;ESP;#Cql;Cql;2007;1.362834916
Italy;ITA;#Cql;Cql;2007;1.259221408
Cyprus;CYP;#Cql;Cql;2007;1.249094861
Latvia;LVA;#Cql;Cql;2007;1.161730234
Lithuania;LTU;#Cql;Cql;2007;1.18336309
Luxembourg;LUX;#Cql;Cql;2007;1.419281889
Moldova, Republic of;MDA;#Cql;Cql;2007;0.851204393
Netherlands;NLD;#Cql;Cql;2007;1.457516186
Germany;DEU;#Cql;Cql;2007;1.447605363
Norway;NOR;#Cql;Cql;2007;1.403762579
Poland;POL;#Cql;Cql;2007;1.09588542
Portugal;PRT;#Cql;Cql;2007;1.26189685
Russian Federation;RUS;#Cql;Cql;2007;0.727905595
Romania;ROU;#Cql;Cql;2007;0.869231188
Slovakia;SVK;#Cql;Cql;2007;1.257016658
Slovenia;SVN;#Cql;Cql;2007;1.220012019
Turkey;TUR;#Cql;Cql;2007;0.782069238
Hungary;HUN;#Cql;Cql;2007;1.208039205
Ukraine;UKR;#Cql;Cql;2007;0.740561959
Finland;FIN;#Cql;Cql;2007;1.432951254
France;FRA;#Cql;Cql;2007;1.31867326
Croatia;HRV;#Cql;Cql;2007;0.97369223
Czech Republic;CZE;#Cql;Cql;2007;1.326990136
Switzerland;CHE;#Cql;Cql;2007;1.494879475
Sweden;SWE;#Cql;Cql;2007;1.417609153
Austria;AUT;#Cql;Cql;2008;1.404998764
Azerbaijan;AZE;#Cql;Cql;2008;0.730089423
Albania;ALB;#Cql;Cql;2008;0.878308977
Belgium;BEL;#Cql;Cql;2008;1.335511161
Belarus;BLR;#Cql;Cql;2008;0.834959094
Bulgaria;BGR;#Cql;Cql;2008;1.066731593
Bosnia and Herzegovina;BIH;#Cql;Cql;2008;0.725374981
United Kingdom;GBR;#Cql;Cql;2008;1.453414331
Armenia;ARM;#Cql;Cql;2008;1.009281102
Greece;GRC;#Cql;Cql;2008;1.141803065
Georgia;GEO;#Cql;Cql;2008;0.87568677
Denmark;DNK;#Cql;Cql;2008;1.464972545
Estonia;EST;#Cql;Cql;2008;1.356520393
Ireland;IRL;#Cql;Cql;2008;1.462337235
Iceland;ISL;#Cql;Cql;2008;1.441308248
Spain;ESP;#Cql;Cql;2008;1.358576531
Italy;ITA;#Cql;Cql;2008;1.247760669
Cyprus;CYP;#Cql;Cql;2008;1.277346116
Latvia;LVA;#Cql;Cql;2008;1.173895456
Lithuania;LTU;#Cql;Cql;2008;1.178339246
Luxembourg;LUX;#Cql;Cql;2008;1.437380865
Moldova, Republic of;MDA;#Cql;Cql;2008;0.847474038
Netherlands;NLD;#Cql;Cql;2008;1.457345816
Germany;DEU;#Cql;Cql;2008;1.450442101
Norway;NOR;#Cql;Cql;2008;1.402805669
Poland;POL;#Cql;Cql;2008;1.157682698
Portugal;PRT;#Cql;Cql;2008;1.250442662
Russian Federation;RUS;#Cql;Cql;2008;0.716216456
Romania;ROU;#Cql;Cql;2008;0.847137741
Slovakia;SVK;#Cql;Cql;2008;1.270762876
Slovenia;SVN;#Cql;Cql;2008;1.236984423
Turkey;TUR;#Cql;Cql;2008;0.849742983
Hungary;HUN;#Cql;Cql;2008;1.247797548
Ukraine;UKR;#Cql;Cql;2008;0.758417616
Finland;FIN;#Cql;Cql;2008;1.431898569
France;FRA;#Cql;Cql;2008;1.3347706
Croatia;HRV;#Cql;Cql;2008;0.989126512
Czech Republic;CZE;#Cql;Cql;2008;1.347973165
Switzerland;CHE;#Cql;Cql;2008;1.500297922
